dateChecked,state,StateName,DateofStayatHomeOrder,DaysSinceStayatHomeOrder,DaysSinceFirstPositive,DaysSinceTestStart,positive,negative,pending,death,hospitalized,totaltests,recovered,inIcuCumulative,onVentilatorCumulative,TotalPop2018,15-49yearsAllcauses,15-49yearsAsthma,15-49yearsChronickidneydisease,15-49yearsChronicobstructivepulmonarydisease,15-49yearsDiabetesmellitus,15-49yearsInterstitiallungdiseaseandpulmonarysarcoidosis,15-49yearsIschemicheartdisease,15-49yearsNeoplasms,15-49yearsOtherchronicrespiratorydiseases,15-49yearsRheumaticheartdisease,15-49yearsStroke,50-69yearsAllcauses,50-69yearsAsthma,50-69yearsChronickidneydisease,50-69yearsChronicobstructivepulmonarydisease,50-69yearsDiabetesmellitus,50-69yearsInterstitiallungdiseaseandpulmonarysarcoidosis,50-69yearsIschemicheartdisease,50-69yearsNeoplasms,50-69yearsOtherchronicrespiratorydiseases,50-69yearsRheumaticheartdisease,50-69yearsStroke,70+yearsAllcauses,70+yearsAsthma,70+yearsChronickidneydisease,70+yearsChronicobstructivepulmonarydisease,70+yearsDiabetesmellitus,70+yearsInterstitiallungdiseaseandpulmonarysarcoidosis,70+yearsIschemicheartdisease,70+yearsNeoplasms,70+yearsOtherchronicrespiratorydiseases,70+yearsRheumaticheartdisease,70+yearsStroke,AllAgesAllcauses,AllAgesAsthma,AllAgesChronickidneydisease,AllAgesChronicobstructivepulmonarydisease,AllAgesDiabetesmellitus,AllAgesInterstitiallungdiseaseandpulmonarysarcoidosis,AllAgesIschemicheartdisease,AllAgesNeoplasms,AllAgesOtherchronicrespiratorydiseases,AllAgesRheumaticheartdisease,AllAgesStroke,AllAgesTotal,Airpollution,Highbody-massindex,Highfastingplasmaglucose,HighLDLcholesterol,Highsystolicbloodpressure,Impairedkidneyfunction,Noaccesstohandwashingfacility,Smoking,Log10Pop,PercentUrbanPop,Density(P/mi2),Adults19-25,Adults26-34,Adults35-54,Adults55-64,65+,DaysSinceInfection,LandArea(mi2),Children0-18,Allriskfactors
4/3/2020,NV,Nevada,NaN,NaN,29,30,1514,13018,NaN,43,NaN,14532,NaN,NaN,NaN,3139658,323454.1311,2707.024458,2954.318333,3304.46445,5749.354877,328.878777,6385.134955,15807.19163,562.3027869,328.1695959,3927.32994,350966.7708,1904.010557,7045.992527,21075.94196,15748.847,1119.215071,34628.57387,68756.7857,513.7784869,744.6899953,12297.04115,247230.532,865.6731133,6987.185407,25775.32492,8827.124491,1247.368819,32826.57031,47492.50027,188.2867946,705.5717213,15043.86835,968053.6721,7040.062242,17147.27177,50272.58608,30429.68171,2718.964139,73840.27914,133301.3452,1459.315978,1811.237946,31489.97547,1317564.392,43025.14563,207728.7418,161650.6435,72568.36994,155877.0905,55131.98928,383.8053212,203040.6448,6.496882343,94.2,28.5993,0.08,0.13,0.27,0.13,0.16,22,109781,0.24,903139.4252
4/3/2020,NH,New Hampshire,3/26/20,8,31,31,479,6575,114,5,73,7168,101,NaN,NaN,1371246,123317.216,1140.22743,894.1663852,1182.623514,2387.325857,173.0977735,2220.309075,7380.844626,199.990275,109.793536,1255.463434,164446.5409,1027.432891,2398.868387,9567.732246,9183.151056,761.5243421,12649.20164,37065.18153,234.191008,315.3876521,4651.176951,128808.5979,459.0938045,3235.004623,11504.42287,5437.589553,987.6181997,15868.89411,25331.82937,97.71349651,376.4108306,7422.469271,432443.5518,3235.388666,6570.234567,22292.63137,17049.01273,1930.944124,30738.40482,70241.47549,592.3220645,810.8338011,13408.28429,599313.0837,12404.88921,91089.32005,79819.58496,29581.25552,58301.97992,22212.04905,162.230625,90904.11669,6.137115374,60.3,153.1605,0.08,0.11,0.26,0.16,0.18,23,8953,0.2,393906.9796
4/3/2020,NJ,New Jersey,3/21/20,13,30,30,29895,37608,NaN,646,NaN,67503,NaN,NaN,NaN,8936574,789943.8479,7696.763597,7071.500467,7625.685945,16868.70242,989.7957382,17295.07135,45756.8255,1418.972549,664.3086912,9289.206032,930424.8823,5932.817949,18495.82234,41466.61881,54233.97606,3788.415937,79796.04962,196322.7639,1320.299745,1437.107276,30017.84405,762210.8456,2840.025953,22281.51642,54189.75579,34339.67929,4650.994987,106608.4177,141896.1929,537.2913843,2015.67302,44199.03003,2608047.843,22409.91001,48216.06756,103557.6622,105746.8865,9474.476542,203699.5387,387505.5616,3710.589862,4183.391799,84015.80673,3580567.735,124654.1748,599637.6562,499332.4608,196610.782,395358.3775,157233.0545,1040.88883,491022.5866,6.951171056,94.7,1215.1991,0.08,0.11,0.27,0.14,0.16,22,7354,0.23,2289836.032
4/3/2020,NM,New Mexico,3/23/20,11,24,29,403,14375,NaN,7,31,14778,26,NaN,NaN,2096640,239735.3175,2130.705975,2093.147038,1880.142305,5182.106321,291.9197391,3985.968494,12861.00995,366.5367887,274.9891853,2321.564134,252102.3117,1599.889654,5300.213627,13614.93541,15404.72719,1082.388924,21438.82903,47188.11935,347.3950068,563.9047407,7443.296401,192629.4127,759.7000542,5767.121318,17591.35003,9827.125047,1427.201882,23792.03088,32859.52498,148.2343663,589.4562049,11300.50061,718863.9493,5830.880362,13266.24864,33164.95938,30507.88085,2821.738862,49216.8284,93945.30836,999.4514834,1455.885735,21222.38786,971295.5192,18532.52522,146674.3273,137850.3657,47402.29444,98741.63052,41031.02926,248.7839623,134300.3501,6.321523867,77.4,17.285,0.09,0.12,0.24,0.13,0.18,21,121298,0.24,662171.6668
4/3/2020,NY,New York,3/20/20,14,31,31,102863,168139,NaN,2935,23696,271002,8886,NaN,NaN,19440469,1757495.442,22049.38703,15148.49311,20143.46437,37726.15772,2306.763245,43604.75578,99797.62233,3495.106186,1298.167358,19570.87259,2054405.553,16227.20992,37001.42645,107516.4064,117505.1056,8492.677012,194615.6263,416134.4587,3189.653063,2551.012974,58537.67889,1679288.552,7465.082699,42800.04135,122500.9861,73917.00129,9850.309971,266579.2732,294131.2059,1136.429019,3362.213214,85534.50117,5772649.135,59438.56451,95735.45105,250749.8848,229776.7639,20743.63347,504799.6553,818022.5908,8746.832046,7386.269108,164927.4156,7932976.196,249934.7924,1365822.125,1132123.58,477670.8774,929437.9257,334155.5083,2215.096633,1143301.316,7.288706738,87.9,412.5211,0.09,0.13,0.26,0.14,0.16,23,47126,0.22,5078179.214
4/3/2020,NC,North Carolina,3/27/20,7,31,31,2093,29505,NaN,19,259,31598,NaN,NaN,NaN,10611862,994869.9602,7386.719137,10907.84284,9943.542515,22968.92189,1592.497413,27143.24788,56382.84101,1821.171147,882.4680236,15127.96544,1201274.517,5607.999828,28427.50683,68810.20213,70259.39142,5806.311455,117638.1443,253771.1109,1887.395568,2101.512581,50219.36209,916876.2928,2662.991712,29585.93354,76088.20049,40522.14558,6729.358006,110941.6942,167168.9995,746.9696485,2479.07094,68735.24444,3289684.446,20846.30818,69473.72507,155177.8149,134159.065,14205.12905,255723.0864,481735.6908,5058.215001,5553.587523,135090.8198,4566707.888,172536.1019,774799.5904,687547.0231,263535.411,539237.4426,217311.5748,1373.702444,723051.8254,7.025791594,66.1,218.2702,0.08,0.12,0.26,0.13,0.16,23,48618,0.24,3048362.339
4/3/2020,ND,North Dakota,NaN,NaN,23,25,173,5625,NaN,3,29,5798,55,NaN,NaN,761723,65588.07258,506.5762255,592.4946958,539.0931866,1353.311857,81.0481926,1645.80001,4549.577081,110.5726628,73.68212346,824.377095,74980.85975,371.3490311,1340.67094,3989.888557,4216.295446,314.0519227,7659.604255,17384.13548,113.9871394,159.4080985,2519.811085,65269.24222,196.0998667,1921.935875,5253.184682,2842.805222,393.0558569,8309.383762,12232.82967,56.13603676,183.012455,4455.815774,217565.3791,1401.877201,3889.524955,9803.656949,8437.41792,791.8204508,17614.78803,34516.44392,317.3573829,422.3279901,7850.592301,302611.1862,5564.825593,48791.86057,41426.68943,17290.75465,32653.76593,12883.56286,69.07119061,45538.91952,5.881797069,59.9,11.0393,0.11,0.14,0.23,0.13,0.15,20,69001,0.24,185994.433
4/3/2020,OH,Ohio,3/22/20,12,26,30,3312,35063,NaN,91,895,38375,NaN,288,NaN,11747694,1189071.786,9967.047593,10967.67283,14222.3674,26300.66351,1540.236572,35036.16764,69930.31402,2366.318986,1160.744349,15542.12449,1557822.26,8102.423506,32607.59184,108425.6498,92394.24799,6383.146086,160553.2637,340854.2518,2796.435587,2740.289074,56676.2059,1225129.633,3996.791587,37184.47609,112288.8547,56500.76383,7754.814871,169682.6914,224869.9198,1029.753716,3359.359444,82095.0127,4167799.883,28293.92957,81349.9702,235332.7778,175682.0417,15767.33804,365272.1227,640968.1199,6896.025591,7377.870043,155321.5114,5880061.59,267604.6193,1045000.89,927555.9328,362785.0028,719992.539,271034.1289,1635.326737,961408.5692,7.069952626,77.9,287.5038,0.09,0.12,0.25,0.14,0.17,22,40861,0.23,4076858.564
4/3/2020,OK,Oklahoma,4/1/20,2,28,28,988,1315,NaN,38,289,2303,NaN,NaN,NaN,3954821,440686.0191,3401.310801,4041.685049,4991.686015,9151.203529,529.0939752,15401.84541,23997.60542,810.9431965,466.2215474,5972.944189,518812.3423,2372.373739,10650.72641,36862.24229,27285.46733,1882.051419,65598.40195,106352.9627,784.7547541,1006.537119,19837.60129,387484.6776,1192.307006,11278.60563,38319.9654,16428.5301,2189.228789,59995.08392,68826.99333,294.1225152,1041.87227,26281.89265,1425504.543,9449.182952,26222.40372,80334.47565,53039.10201,4640.430643,140995.3313,201486.694,2181.78933,2577.714211,52546.70282,1998978.37,88895.75163,350972.6758,292030.0566,141515.0664,263511.1488,91190.38413,520.1140482,341149.685,6.597126832,66.2,57.6547,0.09,0.13,0.24,0.13,0.16,20,68595,0.26,1401274.673
4/3/2020,OR,Oregon,3/23/20,11,31,31,899,15259,NaN,21,NaN,16158,NaN,NaN,40,4301089,361372.0859,3055.728295,2625.729863,2867.691101,7101.319711,445.4358389,5799.519663,19597.44034,564.6599954,324.4049493,3984.849877,445190.8174,2703.839924,7249.513805,24300.23591,24004.12202,2073.475919,32288.62493,97741.95533,667.3687791,885.2158195,15853.17731,372829.4252,1441.258407,9497.0598,30919.12872,15735.22183,2766.707885,38768.29178,73500.48966,349.5962373,1268.305475,26147.0154,1234415.7,8820.687314,19509.23314,58189.7488,46968.06974,5306.580367,76856.43637,192401.0035,1763.753368,2508.430558,46248.38678,1692988.03,34033.33285,256830.1564,211840.8876,75954.43701,164150.1369,63387.19525,368.0196904,245921.4122,6.633578429,81,44.8086,0.08,0.13,0.26,0.13,0.18,23,95988,0.22,1089226.409
4/3/2020,PA,Pennsylvania,4/1/20,2,29,29,8420,53695,NaN,102,852,62115,NaN,NaN,NaN,12820878,1270552.668,11442.59729,10778.37135,12956.61189,24266.97926,1576.810541,30375.78176,70722.75607,2338.811242,1164.552409,14702.46416,1622119.753,9080.607891,32799.46695,91131.45138,89790.57382,6642.092466,153869.9838,355319.4886,2571.406107,2866.360523,56293.60253,1375109.173,4249.909167,42872.73973,108016.4174,57728.64059,8835.192275,193496.2415,258078.5539,1097.893351,4358.870389,91863.98067,4462022.226,31858.35825,87021.18649,212500.2537,172136.6955,17134.12842,377742.0071,689257.7242,6689.093095,8500.906605,163734.0237,6228596.603,255657.8218,1053690.012,901191.0697,365392.3676,737383.2486,288732.6346,1764.243275,966099.6993,7.107917768,78.7,286.5449,0.08,0.12,0.25,0.14,0.18,21,44743,0.22,4212408.133
4/3/2020,RI,Rhode Island,3/30/20,4,28,28,711,4412,NaN,14,72,5123,35,14,6,1056161,97428.94757,882.4837592,748.7308398,908.161392,1838.537571,125.4509758,2085.538995,5617.754828,166.4652207,70.06815811,971.6688493,118929.4308,705.541637,1925.679495,6411.258407,6341.651402,512.8943915,10998.34317,27060.70866,176.7427544,192.4332144,3401.551814,100142.2127,357.3067173,2557.676901,7666.102135,3997.976251,628.0300771,14394.17676,19066.11581,74.14214021,223.7429475,5515.509221,330831.6181,2462.442604,5267.721017,15014.42759,12207.98403,1272.27876,27478.05893,52105.19509,464.3230997,493.1992296,9952.324668,457549.5731,12641.94055,72231.5057,60572.0464,26203.94479,48565.21615,18456.61729,134.424623,70945.48324,6.023730127,90.7,1021.4323,0.09,0.13,0.26,0.15,0.17,20,1034,0.2,308417.6748
4/3/2020,SC,South Carolina,3/31/20,3,28,31,1554,5441,NaN,31,241,6995,NaN,NaN,NaN,5210095,532944.9819,3840.174464,5868.604024,5448.36855,11917.7361,867.7550043,18638.10818,30899.19874,1053.908759,622.4578558,9042.071908,666467.6547,3175.453022,16063.38499,40885.56146,36576.35242,3197.790228,73121.18981,141199.156,1135.212043,1430.196047,29161.01132,490782.027,1503.58853,15861.52609,42982.15927,21491.47731,3753.89478,60481.82454,90705.77961,446.5550002,1420.127098,35978.00262,1776658.422,10991.84114,38080.65513,89478.2376,70176.51765,7857.701475,152241.1225,264981.6467,2948.476975,3521.207681,74648.25334,2491584.082,101111.2269,434150.4231,381077.9921,158016.2361,313864.5103,121311.5008,650.5785628,413173.4321,6.716845642,66.3,173.3174,0.09,0.11,0.25,0.14,0.18,23,30061,0.23,1701908.913
4/3/2020,SD,South Dakota,3/23/20,11,24,28,187,4593,3,2,17,4783,69,NaN,NaN,903027,78518.31066,524.4258058,680.9545312,719.1702035,1637.322901,103.5367332,2140.736672,5588.668492,136.7591361,91.28530846,1034.894654,92572.90675,411.8137585,1605.035723,5323.07493,4997.676711,385.3690853,9867.63484,21085.19561,136.4922573,196.671582,2951.44524,79577.82923,212.900685,2094.958535,6957.190486,3288.087511,481.429507,11039.2044,14900.03157,64.74905558,220.4434735,5517.370025,266049.2081,1495.413962,4425.328102,13030.45407,9958.60818,977.0636994,23047.57591,42162.2844,393.4884404,521.1120252,9591.349508,371651.8864,9115.545153,58189.13716,48540.1602,22440.71286,41516.55271,15321.57483,93.04847108,57810.80661,5.955700736,56.7,11.9116,0.09,0.11,0.24,0.14,0.16,20,75811,0.26,229384.6166
4/3/2020,TN,Tennessee,3/30/20,4,30,30,3067,34772,NaN,37,293,37839,248,NaN,NaN,6897576,725676.685,4643.215297,6854.445705,8472.469718,15846.79147,971.5879853,24349.77629,40559.94112,1403.144155,623.8539334,11011.64139,897617.18,3670.580161,18066.10794,59584.88688,46829.59966,3482.140264,105821.5667,191612.1846,1464.709875,1461.525715,36872.01536,656092.9167,1794.671532,18867.28622,58501.36963,27356.76042,3897.343135,92460.31716,119849.3942,517.9700924,1489.88436,48323.98783,2393771.118,13024.87001,44161.70882,126791.5759,90310.81103,8401.268053,222631.6601,355089.1535,3799.103093,3630.562771,96940.71882,3358552.55,140838.4666,582873.3566,496295.8064,227714.456,430309.0537,152021.1714,926.2839936,581269.6045,6.838696494,66.4,167.2748,0.09,0.12,0.26,0.13,0.16,22,41235,0.24,2362425.31
4/3/2020,TX,Texas,3/31/20,3,31,31,5330,50434,NaN,90,196,55764,38,NaN,NaN,29472295,2665008.021,21393.78935,29583.08339,25097.85512,60968.70974,2989.984788,70400.86538,147113.2496,4747.218761,2383.551457,39318.97896,2746672.507,13743.72813,70141.14551,140062.1512,156179.5377,10922.92673,276292.2135,543378.5976,4024.989384,4714.84194,109671.774,1895672.135,6311.529951,61819.16328,158745.0018,81600.91696,12295.65421,248554.051,329372.4376,1542.862806,4912.112392,132071.9766,7813286.655,59879.99556,163059.1467,324983.8069,299908.9595,26429.92357,595247.1298,1033867.776,12144.54837,12318.89441,283863.5728,10624990.41,411239.6333,1881612.954,1479091.404,610099.5602,1267096.168,476307.4007,2952.975327,1472294.812,7.469413956,84.7,112.8204,0.09,0.13,0.26,0.11,0.13,23,261232,0.27,6834282.453
4/3/2020,UT,Utah,3/27/20,7,28,28,1246,23002,NaN,7,106,24248,NaN,NaN,NaN,3282115,307768.1941,2242.258304,2256.093772,1930.105472,5948.324103,344.1832817,3877.167111,14491.79588,446.284054,429.9013503,3016.851594,226462.5427,1325.754725,4244.982163,10957.44089,13970.3184,1070.202998,16349.39257,41264.446,355.2516764,746.8564935,7811.216739,177287.6329,625.5128399,5256.41395,12551.17077,8834.792468,1439.536774,22054.90188,29039.56419,177.4042275,946.5287365,12653.14315,766351.9415,5647.045045,11904.07665,25545.47399,28912.53948,2874.59502,42281.46156,86492.76393,1171.095531,2174.964439,23734.13399,997090.0911,25938.30677,142491.8502,122433.006,41744.79188,89648.47078,37190.45101,279.9522636,92498.70998,6.516153794,90.6,39.943,0.11,0.13,0.24,0.1,0.11,20,82170,0.31,622680.7283
4/3/2020,VT,Vermont,3/24/20,10,27,29,389,4839,NaN,17,45,5228,15,NaN,NaN,628061,50734.99744,439.3986526,363.6363338,531.1811032,972.6292233,81.89016113,992.3103189,3135.857,97.2145819,43.94706943,509.9685363,73994.15882,418.6936495,1043.796381,4541.762257,3666.629143,366.6753408,6288.364434,16992.24741,120.9570973,146.4772104,2040.209364,60294.42689,202.3122288,1384.927661,5214.1097,2474.032965,477.1319622,7286.443945,11742.25636,56.57722349,172.0843528,3537.817337,192273.3999,1314.416372,2809.15987,10303.74811,7129.296335,929.3440116,14567.1187,32073.06431,303.2115062,366.0365525,6117.816415,268186.6121,4815.776609,38705.51618,32504.79656,13820.17721,27681.44217,9714.48333,67.88771417,41431.96061,5.798001826,38.9,68.1416,0.08,0.11,0.25,0.16,0.2,21,9217,0.19,167610.7661
4/3/2020,VA,Virginia,3/30/20,4,27,30,2012,16993,NaN,46,312,19005,NaN,145,108,8626207,780145.9302,6880.783033,7882.819304,7302.940144,17501.42128,1123.504399,19762.71986,44259.23915,1420.029362,678.0958432,10283.14005,912796.3726,5155.380147,20962.39632,46139.86683,52921.34312,4079.599847,84277.61965,195690.7472,1446.429578,1604.149951,33961.22056,684441.8565,2369.579873,22240.04527,52029.7298,29485.74159,4707.044369,82142.71707,129256.6084,577.9553115,1876.721409,47330.37316,2513110.527,18979.07408,51504.5684,105732.4133,100213.6904,9963.102425,186183.0566,372743.8245,3904.179131,4224.657756,92193.18483,3458752.278,115432.713,578136.1981,493685.226,190783.761,375919.4068,159304.2669,1083.547478,492147.7795,6.935819876,75.5,218.4403,0.09,0.12,0.26,0.13,0.16,22,39490,0.24,2200286.608
4/3/2020,WA,Washington,3/23/20,11,31,31,6585,72833,NaN,262,254,79418,NaN,NaN,NaN,7797095,642365.1382,5004.014209,4559.409906,4975.617551,12714.44885,772.1521417,10286.94254,33617.30218,923.0860246,512.4695537,6746.859454,734871.0811,4039.492688,11791.53171,36811.61505,39861.90273,3408.730651,55596.15625,154791.9544,945.0070277,1195.574427,24025.50482,567716.7678,1934.469749,14112.57905,44721.81109,24482.30379,4406.065975,62491.81006,110627.5173,434.231084,1594.684305,38330.89926,2046320.31,13905.24938,30710.06977,86708.84925,77304.94247,8633.061738,128374.9088,302139.6368,2638.251983,3353.892672,69586.04587,2769675.219,45502.61123,430502.4067,340524.2743,127691.9117,269439.6197,100418.3302,673.8417688,370663.4362,6.891932826,84.1,117.3272,0.08,0.14,0.26,0.13,0.16,23,66456,0.23,1753968.059
4/3/2020,WV,West Virginia,3/23/20,11,17,29,237,6130,NaN,2,1,6367,NaN,NaN,NaN,1778070,218890.6062,1588.292656,2027.617159,3316.353625,4846.907705,287.0494929,6456.387547,12460.51582,512.5999969,241.5074105,2694.59192,301341.4526,1425.349713,6767.820276,25260.4784,18441.898,1134.696291,30921.81032,64852.90917,571.4076225,625.8647039,10702.3231,234692.6817,682.1203606,7862.447246,24651.52669,11361.52972,1292.285233,33899.34689,42572.17396,195.5237046,680.4159444,15276.35645,785178.3247,4671.678926,16765.28165,53295.90119,34729.19747,2731.518272,71277.54476,120772.7415,1405.836888,1570.943425,28840.11953,1121239.088,47772.45275,186820.1396,186735.8322,69223.64427,130166.5803,54986.57765,309.4782745,207590.7044,6.249948855,48.7,73.9691,0.08,0.11,0.25,0.15,0.2,21,24038,0.21,820973.5739
4/3/2020,WI,Wisconsin,3/24/20,10,31,31,1912,22377,NaN,37,487,24289,NaN,NaN,NaN,5851754,508687.088,4078.801388,4414.614799,3944.978651,9365.844328,641.5344716,11231.31637,27844.57028,793.7139846,454.1966464,5505.242681,627461.3245,3403.266282,11936.70962,31218.29613,33087.59902,2936.39588,57425.81016,136648.7129,929.7465171,1094.05023,19865.50609,516361.2887,1714.422205,16034.84268,39794.84864,20208.95446,3796.913291,63473.73505,98171.17501,457.9531199,1648.730649,32346.40305,1737710.747,11606.71781,32649.04621,75120.4816,62828.42631,7408.752928,132130.8616,265264.1647,2467.501992,3243.539427,58075.49424,2388505.734,78412.19776,382157.0849,313298.0209,129138.0498,263383.6757,107016.768,553.7693814,353600.1386,6.767286061,70.2,108.0497,0.09,0.11,0.26,0.14,0.17,23,54158,0.23,1543297.557
4/3/2020,WY,Wyoming,NaN,NaN,23,23,162,2704,NaN,0,21,2866,37,NaN,NaN,567025,61735.79187,427.4514153,424.7653588,656.4062676,1023.79887,80.36992523,1267.688153,3343.196359,128.4508802,79.69914445,640.2800484,67714.64389,315.4005125,1005.596916,4737.023347,3011.683615,270.7541073,6486.097216,13562.41119,119.8726062,201.3510503,2104.176618,49304.10906,139.9738466,1165.714402,5415.616739,1849.236684,306.5258086,6269.050373,8814.961898,51.16303918,199.064012,3001.995113,188366.6163,1151.848846,2618.759384,10832.71049,5904.496545,662.7538312,14022.83574,26001.29253,345.0746341,488.3073694,5788.536542,256183.2322,3393.615789,35601.78004,26704.82904,13729.35115,25888.27055,8980.161231,62.13903083,37299.55642,5.753602207,64.8,5.84,0.08,0.12,0.24,0.14,0.17,20,97093,0.24,163245.8376
